Sr no,X,Type,Days.for.shipping.real,Days.for.shipping.scheduled,Benefit.per.order,Sales.per.customer,Delivery.Status,Late_delivery_risk,Category.Id,Category.Name,Customer.City,Customer.Country,Customer.Email,Customer.Fname,Customer.Id,Customer.Lname,Customer.Password,Customer.Segment,Customer.State,Customer.Street,Customer.Zipcode,Department.Id,Department.Name,Latitude,Longitude,Market,Order.City,Order.Country,Order.Customer.Id,order.date..DateOrders.,Order.Id,Order.Item.Cardprod.Id,Order.Item.Discount,Order.Item.Discount.Rate,Order.Item.Id,Order.Item.Product.Price,Order.Item.Profit.Ratio,Order.Item.Quantity,Sales,Order.Item.Total,Order.Profit.Per.Order,Order.Region,Order.State,Order.Status,Order.Zipcode,Product.Card.Id,Product.Category.Id,Product.Description,Product.Image,Product.Name,Product.Price,Product.Status,X.1,Shipping.Mode,X.2,Shipping_Time,Shipping_Date,Shipping_Year,Shipping_Month,date,Status,
2907,80988,PAYMENT,3,4,14.77999973,167.9900055,Advance shipping,0,48,Water Sports,Hamilton,EE. UU.,XXXXXXXXX,Mary,10198,Smith,XXXXXXXXX,Consumer,OH,6340 Crystal Mountain,45011,7,Fan_shop,39.3718605,-84.41239929,Pacific Asia,Bacolod City,Filipinas,10198,02-02-2016,27222,1073,32,0.159999996,68203,199.9900055,0.090000004,1,199.9900055,167.9900055,14.77999973,Southeast Asia,Visayas Occidental,PENDING_PAYMENT,NA,1073,48,NA,http:--images.acmesports.sports-Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,0,NA,Standard Class,NA,08:43:00,5,2016,2,02-05-2016,Ontime,2016
2908,23305,CASH,2,4,10.18999958,36.38999939,Advance shipping,0,29,Shop By Sport,Buffalo,EE. UU.,XXXXXXXXX,Mary,9235,Rodriguez,XXXXXXXXX,Corporate,NY,5272 Lazy Campus,14221,5,Golf,42.97856522,-78.73735809,LATAM,Mixco,Guatemala,9235,25-03-2015,5721,627,3.599999905,0.090000004,14254,39.99000168,0.280000001,1,39.99000168,36.38999939,10.18999958,Central America,Guatemala,CLOSED,NA,627,29,NA,http:--images.acmesports.sports-Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,NA,Standard Class,NA,11:58,27,2015,3,27-03-2015,Ontime,2015
2909,160261,TRANSFER,2,4,169.8200073,369.1799927,Advance shipping,0,66,Crafts,Caguas,Puerto Rico,XXXXXXXXX,Kylynn,18339,Simpson,XXXXXXXXX,Consumer,PR,8675 Quaking Nook,725,4,Apparel,18.24370194,-66.03705597,Pacific Asia,Perth,Australia,18339,27-12-2017,74786,1353,92.30000305,0.200000003,178101,461.480011,0.460000008,1,461.480011,369.1799927,169.8200073,Oceania,Australia Occidental,PENDING,NA,1353,66,NA,http:--images.acmesports.sports-Porcelain+crafts,Porcelain crafts,461.480011,0,NA,Standard Class,NA,16:31,29,2017,12,29-12-2017,Ontime,2017
2910,164950,DEBIT,2,4,90.69999695,188.9499969,Advance shipping,0,29,Shop By Sport,Florissant,EE. UU.,XXXXXXXXX,Mary,2231,Freeman,XXXXXXXXX,Home Office,MO,2893 Cotton Promenade,63033,5,Golf,38.77738571,-90.28092957,Europe,Paris,Francia,2231,31-08-2015,16616,627,11,0.059999999,41529,39.99000168,0.479999989,5,199.9499969,188.9499969,90.69999695,Western Europe,Isla de Francia,ON_HOLD,NA,627,29,NA,http:--images.acmesports.sports-Under+Armour+Girls%27+Toddler+Spine+Surge+Running+Shoe,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,0,NA,Standard Class,NA,12:58:00,2,2015,9,09-02-2015,Ontime,2015
2911,163924,DEBIT,4,4,37.72000122,82,Shipping on time,0,24,Women's Apparel,Carol Stream,EE. UU.,XXXXXXXXX,Ruth,6357,Moore,XXXXXXXXX,Home Office,IL,5103 Burning Embers Green,60188,5,Golf,41.89396668,-88.09660339,LATAM,Miguel Hidalgo,México,6357,21-03-2015,5448,502,18,0.180000007,13593,50,0.460000008,2,100,82,37.72000122,Central America,Distrito Federal,COMPLETE,NA,502,24,NA,http:--images.acmesports.sports-Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,NA,Standard Class,NA,12:19,25,2015,3,25-03-2015,Delay,2015
2912,33130,CASH,6,4,217.0800018,452.25,Late delivery,1,66,Crafts,Cypress,EE. UU.,XXXXXXXXX,Wynter,14823,Mccullough,XXXXXXXXX,Consumer,CA,2071 Shady Wagon Park,90630,4,Apparel,33.89184952,-117.8898926,Europe,Montreuil,Francia,14823,11-06-2017,71270,1353,9.229999542,0.02,174585,461.480011,0.479999989,1,461.480011,452.25,217.0800018,Western Europe,Isla de Francia,CLOSED,NA,1353,66,NA,http:--images.acmesports.sports-Porcelain+crafts,Porcelain crafts,461.480011,0,NA,Standard Class,NA,08:42:00,12,2017,11,11-12-2017,Delay,2017
2913,175444,DEBIT,2,1,26.3199997,97.48999786,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Timothy,11895,Walter,XXXXXXXXX,Consumer,PR,5516 Lazy Oak Path,725,4,Apparel,18.2546463,-66.37058258,LATAM,San Andrés Tuxtla,México,11895,02-02-2015,2245,403,32.5,0.25,5620,129.9900055,0.270000011,1,129.9900055,97.48999786,26.3199997,Central America,Veracruz,COMPLETE,NA,403,18,NA,http:--images.acmesports.sports-Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,NA,First Class,NA,18:10:00,4,2015,2,02-04-2015,Ontime,2015
2914,142204,DEBIT,4,2,63.77999878,283.480011,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,XXXXXXXXX,Mary,10658,Smith,XXXXXXXXX,Home Office,PR,3915 Iron Corner,725,7,Fan_shop,18.20688438,-66.37055969,USCA,Hamilton,Canada,10658,20-11-2016,47228,957,16.5,0.059999999,118054,299.980011,0.230000004,1,299.980011,283.480011,63.77999878,Canada,Ontario,COMPLETE,NA,957,43,NA,http:--images.acmesports.sports-Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,NA,Second Class,NA,09:43,24,2016,11,24-11-2016,Delay,2016
2915,42859,DEBIT,2,1,7.559999943,100.7799988,Late delivery,1,17,Cleats,Fairfield,EE. UU.,XXXXXXXXX,Megan,7436,Taylor,XXXXXXXXX,Consumer,CA,2 Foggy Corners,94533,4,Apparel,38.25131607,-122.0456543,LATAM,Lima,Perú,7436,30-04-2015,8159,365,19.20000076,0.159999996,20384,59.99000168,0.079999998,2,119.9800034,100.7799988,7.559999943,South America,Lima (ciudad),COMPLETE,NA,365,17,NA,http:--images.acmesports.sports-Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,NA,First Class,NA,02:06:00,2,2015,5,05-02-2015,Ontime,2015
2916,54480,TRANSFER,2,1,19.92000008,165.9900055,Late delivery,1,48,Water Sports,Westerville,EE. UU.,XXXXXXXXX,Judy,3708,Miller,XXXXXXXXX,Consumer,OH,7774 Broad Crossing,43081,7,Fan_shop,40.11835098,-82.92810822,LATAM,Mexico City,México,3708,06-09-2017,61025,1073,34,0.170000002,152665,199.9900055,0.119999997,1,199.9900055,165.9900055,19.92000008,Central America,Distrito Federal,PROCESSING,NA,1073,48,NA,http:--images.acmesports.sports-Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,0,NA,First Class,NA,19:25:00,11,2017,6,06-11-2017,Ontime,2017
2917,56013,PAYMENT,5,4,45.5,181.9900055,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,XXXXXXXXX,Alice,3987,Allen,XXXXXXXXX,Consumer,PR,5755 Thunder Nectar Gate,725,7,Fan_shop,18.23182106,-66.37060547,LATAM,Mexico City,México,3987,03-05-2017,54404,1073,18,0.090000004,136047,199.9900055,0.25,1,199.9900055,181.9900055,45.5,Central America,Distrito Federal,PENDING_PAYMENT,NA,1073,48,NA,http:--images.acmesports.sports-Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,0,NA,Standard Class,NA,03:47:00,10,2017,3,03-10-2017,Delay,2017
2918,116995,TRANSFER,2,1,55,220,Late delivery,1,24,Women's Apparel,Phoenix,EE. UU.,XXXXXXXXX,Jack,11814,Gilmore,XXXXXXXXX,Consumer,AZ,5382 Hazy Pathway,85040,5,Golf,33.40356064,-112.0214005,Europe,Graz,Austria,11814,25-06-2015,12035,502,30,0.119999997,30077,50,0.25,5,250,220,55,Western Europe,Stiria,PROCESSING,NA,502,24,NA,http:--images.acmesports.sports-Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,NA,First Class,NA,16:02,27,2015,6,27-06-2015,Ontime,2015
2919,27721,DEBIT,4,4,40.93999863,272.9500122,Shipping on time,0,17,Cleats,San Bernardino,EE. UU.,XXXXXXXXX,Carl,2386,Mayo,XXXXXXXXX,Corporate,CA,1626 Grand Heights,92404,4,Apparel,34.07757568,-117.2078857,LATAM,Hidalgo,México,2386,22-02-2015,3593,365,27,0.090000004,8930,59.99000168,0.150000006,5,299.9500122,272.9500122,40.93999863,Central America,Michoacán,COMPLETE,NA,365,17,NA,http:--images.acmesports.sports-Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,NA,Standard Class,NA,10:26,26,2015,2,26-02-2015,Delay,2015
2920,35259,CASH,6,4,20.34000015,179.9700012,Late delivery,1,17,Cleats,New Brunswick,EE. UU.,XXXXXXXXX,Mary,8726,Diaz,XXXXXXXXX,Consumer,NJ,3305 Umber Mews,8901,4,Apparel,40.49235535,-74.44373322,USCA,New York City,Estados Unidos,8726,19-04-2016,32520,365,59.99000168,0.25,81334,59.99000168,0.109999999,4,239.9600067,179.9700012,20.34000015,East of USA,Nueva York,CLOSED,10024,365,17,NA,http:--images.acmesports.sports-Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,NA,Standard Class,NA,16:51,25,2016,4,25-04-2016,Delay,2016
2921,68437,DEBIT,4,4,42.22000122,87.95999908,Shipping on time,0,36,Golf Balls,Caguas,Puerto Rico,XXXXXXXXX,Philip,8125,Robbins,XXXXXXXXX,Corporate,PR,2414 Harvest Lake Loop,725,6,Outdoors,18.28764343,-66.37059021,Pacific Asia,Suzhou,China,8125,28-11-2015,22713,804,11.98999977,0.119999997,56851,19.98999977,0.479999989,5,99.94999695,87.95999908,42.22000122,Eastern Asia,Gansu,COMPLETE,NA,804,36,NA,http:--images.acmesports.sports-Glove+It+Women%27s+Imperial+Golf+Glove,Glove It Women's Imperial Golf Glove,19.98999977,0,NA,Standard Class,NA,13:01:00,2,2015,12,12-02-2015,Delay,2015
2922,139960,TRANSFER,2,4,43.43999863,155.1499939,Shipping canceled,0,37,Electronics,Caguas,Puerto Rico,XXXXXXXXX,Walter,1108,Rollins,XXXXXXXXX,Corporate,PR,3032 Round Gardens,725,6,Outdoors,18.29672051,-66.37051392,LATAM,Mérida,México,1108,21-03-2015,5451,825,4.800000191,0.029999999,13602,31.98999977,0.280000001,5,159.9499969,155.1499939,43.43999863,Central America,Yucatán,CANCELED,NA,825,37,NA,http:--images.acmesports.sports-Bridgestone+e6+Straight+Distance+NFL+Tennessee+Titans+Golf...,Bridgestone e6 Straight Distance NFL Tennesse,31.98999977,0,NA,Standard Class,NA,13:22,23,2015,3,23-03-2015,Ontime,2015
2923,113555,DEBIT,2,4,15.73999977,41.97999954,Advance shipping,0,46,Indoor-Outdoor Games,Caguas,Puerto Rico,XXXXXXXXX,Russell,2907,Maddox,XXXXXXXXX,Consumer,PR,690 Cozy Meadow,725,7,Fan_shop,18.20000076,-66.37059021,LATAM,Los Mochis,México,2907,03-12-2015,4851,1014,8,0.159999996,12143,49.97999954,0.379999995,1,49.97999954,41.97999954,15.73999977,Central America,Sinaloa,COMPLETE,NA,1014,46,NA,http:--images.acmesports.sports-O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,NA,Standard Class,NA,19:10,14,2015,3,14-03-2015,Ontime,2015
2924,36491,PAYMENT,4,2,6.429999828,321.3900146,Late delivery,1,63,Children's Clothing,Huntington Beach,EE. UU.,XXXXXXXXX,Karleigh,13816,Blair,XXXXXXXXX,Consumer,CA,3567 Rocky Grove,92647,4,Apparel,33.6526413,-117.9956131,Europe,Milan,Italia,13816,22-10-2017,70263,1350,35.70999908,0.100000001,173578,357.1000061,0.02,1,357.1000061,321.3900146,6.429999828,Southern Europe,Lombardía,PENDING_PAYMENT,NA,1350,63,NA,http:--images.acmesports.sports-Children+heaters,Children's heaters,357.1000061,0,NA,Second Class,NA,15:54,26,2017,10,26-10-2017,Delay,2017
2925,84882,TRANSFER,2,4,13.52000046,103.9899979,Advance shipping,0,18,Men's Footwear,Phoenix,EE. UU.,XXXXXXXXX,Mary,2752,Hardin,XXXXXXXXX,Corporate,AZ,2690 Blue Cloud By-pass,85032,4,Apparel,33.60445786,-111.9907379,Africa,Yaounde,Camerún,2752,25-11-2016,47591,403,26,0.200000003,118983,129.9900055,0.129999995,1,129.9900055,103.9899979,13.52000046,Central Africa,Centro,PROCESSING,NA,403,18,NA,http:--images.acmesports.sports-Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,NA,Standard Class,NA,16:53,27,2016,11,27-11-2016,Ontime,2016
2926,128689,DEBIT,4,4,54.88000107,151.1699982,Shipping on time,0,17,Cleats,Bolingbrook,EE. UU.,XXXXXXXXX,Sharon,11928,Chambers,XXXXXXXXX,Consumer,IL,872 Quaking Bluff Freeway,60440,4,Apparel,41.72460938,-88.0645752,Europe,Viena,Austria,11928,11-12-2016,46673,365,28.79999924,0.159999996,116685,59.99000168,0.360000014,3,179.9700012,151.1699982,54.88000107,Western Europe,Viena,ON_HOLD,NA,365,17,NA,http:--images.acmesports.sports-Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,NA,Standard Class,NA,07:16,16,2016,11,16-11-2016,Delay,2016
2927,177854,PAYMENT,2,4,109.2099991,237.4100037,Advance shipping,0,46,Indoor-Outdoor Games,Caguas,Puerto Rico,XXXXXXXXX,Gerald,8697,Smith,XXXXXXXXX,Home Office,PR,720 Cozy Street,725,7,Fan_shop,18.28779411,-66.37049866,Europe,Birmingham,Reino Unido,8697,06-03-2015,10531,1014,12.5,0.050000001,26370,49.97999954,0.460000008,5,249.8999939,237.4100037,109.2099991,Northern Europe,Inglaterra,PENDING_PAYMENT,NA,1014,46,NA,http:--images.acmesports.sports-O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,NA,Standard Class,NA,17:07:00,5,2015,6,06-05-2015,Ontime,2015
2928,156430,TRANSFER,2,1,33.90000153,299.980011,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,XXXXXXXXX,Mary,11751,Smith,XXXXXXXXX,Consumer,PR,4831 Shady Pony Parade,725,7,Fan_shop,18.23312378,-66.37056732,Pacific Asia,Mangalore,India,11751,30-12-2015,24914,957,0,0,62428,299.980011,0.109999999,1,299.980011,299.980011,33.90000153,South Asia,Karnataka,PROCESSING,NA,957,43,NA,http:--images.acmesports.sports-Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,NA,First Class,NA,16:08:00,1,2016,1,01-01-2016,Ontime,2015
2929,149282,DEBIT,4,4,45.50999832,252.8300018,Shipping on time,0,71,Music,Caguas,Puerto Rico,XXXXXXXXX,Ivory,16311,Blair,XXXXXXXXX,Home Office,PR,4997 Gentle Robin View,725,9,Discs Shop,18.20164681,-66.03705597,Pacific Asia,Bilaspur,India,16311,28-11-2017,72758,1358,7.820000172,0.029999999,176073,260.6499939,0.180000007,1,260.6499939,252.8300018,45.50999832,South Asia,Uttar Pradesh,ON_HOLD,NA,1358,71,NA,http:--images.acmesports.sports-Rock+music,Rock music,260.6499939,0,NA,Standard Class,NA,02:01:00,2,2017,12,12-02-2017,Delay,2017
2930,41425,DEBIT,6,4,57.74000168,122.8399963,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Marilyn,495,Smith,XXXXXXXXX,Corporate,PR,7107 Harvest Blossom Abbey,725,4,Apparel,18.1464901,-66.33885956,Pacific Asia,Ho Chi Minh City,Vietnam,495,02-02-2016,27215,403,7.150000095,0.059999999,68181,129.9900055,0.469999999,1,129.9900055,122.8399963,57.74000168,Southeast Asia,Ciudad Ho Chi Minh,COMPLETE,NA,403,18,NA,http:--images.acmesports.sports-Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,NA,Standard Class,NA,06:16:00,8,2016,2,02-08-2016,Delay,2016
2931,175667,DEBIT,2,1,14.27999973,42,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Rachel,12372,Smith,XXXXXXXXX,Consumer,PR,5424 Wishing Wagon  Bank,725,5,Golf,18.27340889,-66.37054443,Pacific Asia,Yakarta,Indonesia,12372,13-03-2016,29939,502,8,0.159999996,74889,50,0.340000004,1,50,42,14.27999973,Southeast Asia,Yakarta,COMPLETE,NA,502,24,NA,http:--images.acmesports.sports-Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,NA,First Class,NA,00:36,15,2016,3,15-03-2016,Ontime,2016
2932,79691,PAYMENT,4,4,61.70999908,169.9900055,Shipping on time,0,48,Water Sports,Caguas,Puerto Rico,XXXXXXXXX,Mary,3038,Schmidt,XXXXXXXXX,Consumer,PR,62 Cozy Rabbit Villas,725,7,Fan_shop,18.28116798,-66.37058258,USCA,Perth Amboy,Estados Unidos,3038,05-01-2016,33343,1073,30,0.150000006,83288,199.9900055,0.360000014,1,199.9900055,169.9900055,61.70999908,East of USA,Nueva Jersey,PENDING_PAYMENT,8861,1073,48,NA,http:--images.acmesports.sports-Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,0,NA,Standard Class,NA,17:11:00,5,2016,5,05-05-2016,Delay,2016
2933,167207,PAYMENT,3,4,-0.569999993,44,Advance shipping,0,24,Women's Apparel,Mission,EE. UU.,XXXXXXXXX,Joseph,8952,Brooks,XXXXXXXXX,Home Office,TX,7923 Little Anchor By-pass,78572,5,Golf,26.20765114,-98.32138062,Pacific Asia,Estambul,Turquía,8952,31-12-2016,50052,502,6,0.119999997,125125,50,-0.01,1,50,44,-0.569999993,West Asia,Estambul,PENDING_PAYMENT,NA,502,24,NA,http:--images.acmesports.sports-Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,NA,Standard Class,NA,15:05:00,3,2017,1,01-03-2017,Ontime,2016
2934,68418,DEBIT,2,4,-9.680000305,225,Advance shipping,0,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Willie,9612,Roberson,XXXXXXXXX,Corporate,PR,6909 Shady Sky Park,725,5,Golf,18.29775429,-66.37055206,Pacific Asia,Chennai,India,9612,03-03-2016,29311,502,25,0.100000001,73336,50,-0.039999999,5,250,225,-9.680000305,South Asia,Tamil Nadu,COMPLETE,NA,502,24,NA,http:--images.acmesports.sports-Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,NA,Standard Class,NA,20:35:00,5,2016,3,03-05-2016,Ontime,2016
2935,90067,PAYMENT,3,4,-89.26999664,111.5800018,Advance shipping,0,17,Cleats,Brooklyn,EE. UU.,XXXXXXXXX,Rachel,2174,Fuentes,XXXXXXXXX,Consumer,NY,9939 Quaking Chase,11204,4,Apparel,40.61486054,-73.98577118,USCA,Jackson,Estados Unidos,2174,07-06-2016,37817,365,8.399999619,0.07,94375,59.99000168,-0.800000012,2,119.9800034,111.5800018,-89.26999664,US Center,Michigan,PENDING_PAYMENT,49201,365,17,NA,http:--images.acmesports.sports-Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,NA,Standard Class,NA,00:37:00,9,2016,7,07-09-2016,Ontime,2016
2936,50852,DEBIT,2,1,27.63999939,61.43000031,Late delivery,1,33,Golf Shoes,Caguas,Puerto Rico,XXXXXXXXX,Mary,3981,Richards,XXXXXXXXX,Home Office,PR,6657 Rustic Brook Line,725,6,Outdoors,18.28129768,-66.37055206,Pacific Asia,Qom,Irán,3981,10-10-2016,44447,728,3.579999924,0.059999999,110970,65,0.449999988,1,65,61.43000031,27.63999939,South Asia,Qom,ON_HOLD,NA,728,33,NA,http:--images.acmesports.sports-LIJA+Women%27s+Eyelet+Sleeveless+Golf+Polo,LIJA Women's Eyelet Sleeveless Golf Polo,65,0,NA,First Class,NA,19:24:00,12,2016,10,10-12-2016,Ontime,2016
2937,50662,DEBIT,6,4,75.0699997,163.1900024,Late delivery,1,34,Golf Bags & Carts,Los Angeles,EE. UU.,XXXXXXXXX,Amber,5037,Pearson,XXXXXXXXX,Consumer,CA,1819 Noble Ramp,90016,6,Outdoors,34.03234482,-118.3598175,Europe,Glasgow,Reino Unido,5037,20-08-2017,65925,743,6.800000191,0.039999999,164745,169.9900055,0.460000008,1,169.9900055,163.1900024,75.0699997,Northern Europe,Escocia,COMPLETE,NA,743,34,NA,http:--images.acmesports.sports-Ogio+Race+Golf+Shoes,Ogio Race Golf Shoes,169.9900055,0,NA,Standard Class,NA,08:06,26,2017,8,26-08-2017,Delay,2017
2938,100709,CASH,2,1,18.98999977,49.97999954,Late delivery,1,46,Indoor-Outdoor Games,Caguas,Puerto Rico,XXXXXXXXX,Jennifer,11631,Mckenzie,XXXXXXXXX,Consumer,PR,669 Grand Mountain Boulevard,725,7,Fan_shop,18.23458672,-66.37050629,USCA,Freeport,Estados Unidos,11631,06-02-2016,35552,1014,0,0,88789,49.97999954,0.379999995,1,49.97999954,49.97999954,18.98999977,US Center,Illinois,CLOSED,61032,1014,46,NA,http:--images.acmesports.sports-O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,NA,First Class,NA,23:05:00,4,2016,6,06-04-2016,Ontime,2016
2939,123794,TRANSFER,6,4,11.69999981,116.9899979,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Evelyn,5296,Jefferson,XXXXXXXXX,Corporate,PR,4743 Rustic Glade,725,4,Apparel,18.20264435,-66.37059021,LATAM,El Limón,Venezuela,5296,22-04-2015,7610,403,13,0.100000001,19048,129.9900055,0.100000001,1,129.9900055,116.9899979,11.69999981,South America,Aragua,PENDING,NA,403,18,NA,http:--images.acmesports.sports-Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,NA,Standard Class,NA,01:46,28,2015,4,28-04-2015,Delay,2015
2940,150719,PAYMENT,2,1,71.80999756,170.9700012,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Rachel,11017,Prince,XXXXXXXXX,Home Office,PR,2544 Broad Brook View,725,4,Apparel,18.2525692,-66.37060547,USCA,Houston,Estados Unidos,11017,05-08-2016,33825,365,9,0.050000001,84429,59.99000168,0.419999987,3,179.9700012,170.9700012,71.80999756,US Center,Texas,PENDING_PAYMENT,77041,365,17,NA,http:--images.acmesports.sports-Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,NA,First Class,NA,18:03:00,10,2016,5,05-10-2016,Ontime,2016
2941,3841,CASH,2,1,-19.60000038,196,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Michael,983,Richmond,XXXXXXXXX,Corporate,PR,5645 Sunny Spring Gate,725,5,Golf,18.22757721,-66.04562378,Pacific Asia,Yakarta,Indonesia,983,24-02-2016,28757,502,4,0.02,71980,50,-0.100000001,4,200,196,-19.60000038,Southeast Asia,Yakarta,CLOSED,NA,502,24,NA,http:--images.acmesports.sports-Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,NA,First Class,NA,18:30,26,2016,2,26-02-2016,Ontime,2016
2942,82438,DEBIT,2,4,33.16999817,114.3899994,Advance shipping,0,18,Men's Footwear,Hickory,EE. UU.,XXXXXXXXX,Joe,7805,Powers,XXXXXXXXX,Consumer,NC,2017 Fallen Sky Row,28601,4,Apparel,35.87953186,-81.51202393,Europe,Mulhouse,Francia,7805,15-08-2015,15486,403,15.60000038,0.119999997,38707,129.9900055,0.289999992,1,129.9900055,114.3899994,33.16999817,Western Europe,Alsacia-Champaña-Ardenas-Lorena,COMPLETE,NA,403,18,NA,http:--images.acmesports.sports-Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,NA,Standard Class,NA,01:05,17,2015,8,17-08-2015,Ontime,2015
2943,41879,DEBIT,2,1,24.5699997,94.48999786,Late delivery,1,9,Cardio Equipment,Carlsbad,EE. UU.,XXXXXXXXX,Mary,341,Smith,XXXXXXXXX,Consumer,CA,141 Dewy Plaza,92009,3,Footwear,33.10355759,-117.2678757,LATAM,Ananindeua,Brasil,341,27-05-2017,60121,191,5.5,0.059999999,150448,99.98999786,0.25999999,1,99.98999786,94.48999786,24.5699997,South America,Pará,COMPLETE,NA,191,9,NA,http:--images.acmesports.sports-Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,NA,First Class,NA,14:42,29,2017,5,29-05-2017,Ontime,2017
2944,130513,DEBIT,3,4,115.1800003,239.9600067,Advance shipping,0,17,Cleats,Los Angeles,EE. UU.,XXXXXXXXX,Daniel,8638,Wood,XXXXXXXXX,Consumer,CA,6199 Blue Highway,90057,4,Apparel,34.06108093,-118.2774735,USCA,Anaheim,Estados Unidos,8638,13-07-2016,38357,365,0,0,95728,59.99000168,0.479999989,4,239.9600067,239.9600067,115.1800003,West of USA,California,COMPLETE,92804,365,17,NA,http:--images.acmesports.sports-Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,NA,Standard Class,NA,21:48,16,2016,7,16-07-2016,Ontime,2016
2945,96562,DEBIT,2,1,118.4300003,251.9799957,Late delivery,1,43,Camping & Hiking,Dorchester Center,EE. UU.,XXXXXXXXX,Mary,4103,Smith,XXXXXXXXX,Home Office,MA,37 Merry Pathway,2124,7,Fan_shop,42.27264023,-71.06801605,Pacific Asia,Baguio City,Filipinas,4103,12-09-2015,23461,957,48,0.159999996,58706,299.980011,0.469999999,1,299.980011,251.9799957,118.4300003,Southeast Asia,Cordillera,COMPLETE,NA,957,43,NA,http:--images.acmesports.sports-Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,NA,First Class,NA,11:04:00,11,2015,12,12-11-2015,Ontime,2015
